news_title,news_url,news_datetime,news_source,news_web_category,news_machine_category
非洲百名青年军官代表团访华,/mil/2019/04-21/8815668.shtml,2019-04-21 23:10,中国新闻网,军事,
斯里兰卡流下了眼泪,/gj/2019/04-21/8815681.shtml,2019-04-21 23:02,中国新闻网,国际,
2018年中国有121个城市空气质量达标,/gn/2019/04-21/8815680.shtml,2019-04-21 23:01,中国新闻网,国内,
国务院扶贫办：推进扶贫项目资金公告公示向基层延伸,/gn/2019/04-21/8815679.shtml,2019-04-21 23:01,中国新闻网,国内,
中组部负责人就印发《党政领导干部考核工作条例》答记者问,/gn/2019/04-21/8815677.shtml,2019-04-21 22:48,中国新闻网,国内,
多国政要谴责斯里兰卡系列爆炸袭击 呼吁共同打击极端主义,/gj/2019/04-21/8815676.shtml,2019-04-21 22:47,中国新闻网,国际,
最高法将制定纲要明确未来5年人民法院执行工作发展目标,/gn/2019/04-21/8815675.shtml,2019-04-21 22:46,中国新闻网,国内,
全国人大常委会组成人员热议民法典人格权编草案二审稿,/gn/2019/04-21/8815674.shtml,2019-04-21 22:46,中国新闻网,国内,
专访唯一健在的海军初创见证人、93岁老兵黄胜天,/mil/2019/04-21/8815673.shtml,2019-04-21 22:45,中国新闻网,军事,
360万医师护航人民群众生命健康,/gn/2019/04-21/8815672.shtml,2019-04-21 22:44,中国新闻网,国内,
2018年农产品网络销售额达3000亿元,/cj/2019/04-21/8815671.shtml,2019-04-21 22:44,中国新闻网,财经,
斯里兰卡疑似装运袭击爆炸装置的卡车及司机被扣押,/gj/2019/04-21/8815670.shtml,2019-04-21 22:40,中国新闻网,国际,
金牌火箭送北斗——记长三甲系列火箭步入“百发俱乐部”,/gn/2019/04-21/8815661.shtml,2019-04-21 22:38,中国新闻网,国内,
来华参加多国海军活动的外国舰艇陆续抵达青岛,/mil/2019/04-21/8815665.shtml,2019-04-21 22:35,中国新闻网,军事,
中国驻斯里兰卡使馆证实两名中国公民在连环爆炸中遇难,/gj/2019/04-21/8815663.shtml,2019-04-21 22:32,中国新闻网,国际,
斯里兰卡遭袭后宵禁开始 国内航班暂停国际航班正常,/gj/2019/04-21/8815667.shtml,2019-04-21 22:28,中国新闻网,国际,
日本神户发生公交车撞人事故 造成2死6伤,/gj/2019/04-21/8815659.shtml,2019-04-21 22:20,中国新闻网,国际,
外媒称斯里兰卡爆炸案遇难者人数升至215人,/gj/2019/04-21/8815658.shtml,2019-04-21 21:55,中国新闻网,国际,
斯里兰卡爆炸200余人亡：暴力冲突数十年，宗教活动频被扰,/gj/2019/04-21/8815657.shtml,2019-04-21 21:46,中国新闻网,国际,
2019河北安平国际马联(FEI)耐力达标赛拉开战幕,/ty/2019/04-21/8815656.shtml,2019-04-21 21:31,中国新闻网,体育,
普京就爆炸案慰问斯里兰卡总统：野蛮袭击者将受惩罚,/gj/2019/04-21/8815655.shtml,2019-04-21 21:30,中国新闻网,国际,
斯里兰卡防长：幕后主使已确认 7人涉爆炸案被捕,/gj/2019/04-21/8815654.shtml,2019-04-21 21:28,中国新闻网,国际,
福建首个5G全覆盖公园开园 众多高科技元素融入,/cj/2019/04-21/8815642.shtml,2019-04-21 21:26,中国新闻网,财经,
专家解读：海上阅兵为何选择在青岛举行,/mil/2019/04-21/8815649.shtml,2019-04-21 21:25,中国新闻网,军事,
投资回升态势能否持续，风险如何防范？,/cj/2019/04-21/8815648.shtml,2019-04-21 21:24,中国新闻网,财经,
国内钢价微涨 铁矿石市场稳中回调,/cj/2019/04-21/8815647.shtml,2019-04-21 21:24,中国新闻网,财经,
浏阳河上百舸争流 中华龙舟大赛长沙芙蓉站落幕,/ty/2019/04-21/8815645.shtml,2019-04-21 21:21,中国新闻网,体育,
香港2旅行团22人在斯里兰卡安全 行程未受爆炸影响,/gj/2019/04-21/8815644.shtml,2019-04-21 21:20,中国新闻网,国际,
浙江锦麟公益五年再出发 探索公益阅读“新边界”,/sh/2019/04-21/8815637.shtml,2019-04-21 21:08,中国新闻网,社会,
我的！唯一而唯美的地球,/sh/2019/04-21/8815638.shtml,2019-04-21 21:07,中国新闻网,社会,
2019全国家庭健身挑战赛大连开赛,/ty/2019/04-21/8815618.shtml,2019-04-21 21:07,中国新闻网,体育,
参加多国海军活动的外国军舰陆续抵达青岛,/mil/2019/04-21/8815636.shtml,2019-04-21 21:07,中国新闻网,军事,
国家卫健委：将完善医师激励保障机制,/gn/2019/04-21/8815634.shtml,2019-04-21 21:06,中国新闻网,国内,
“我家银行在山上”——小山村里看“绿色发展”,/cj/2019/04-21/8815632.shtml,2019-04-21 20:57,中国新闻网,财经,
斯里兰卡航空公司：宵禁后订国外航班的乘客仍可乘机,/gj/2019/04-21/8815631.shtml,2019-04-21 20:56,中国新闻网,国际,
魏凤和会见巴基斯坦海军参谋长,/mil/2019/04-21/8815624.shtml,2019-04-21 20:56,中国新闻网,军事,
十三届全国人大常委会举行第二十九次委员长会议,/gn/2019/04-21/8815627.shtml,2019-04-21 20:54,中国新闻网,国内,
设施联通带来实实在在获得感,/cj/2019/04-21/8815630.shtml,2019-04-21 20:54,中国新闻网,财经,
全国人大常委会审议国务院、最高人民法院有关专项工作报告,/gn/2019/04-21/8815626.shtml,2019-04-21 20:53,中国新闻网,国内,
北京世园会全负荷压力测试！逾6万人提前“观山看花逛展园”,/sh/2019/04-21/8815628.shtml,2019-04-21 20:52,中国新闻网,社会,
南繁基地：建设中国种业硅谷,/cj/2019/04-21/8815629.shtml,2019-04-21 20:50,中国新闻网,财经,
“上海试验”为中国高质量发展闯新路,/gn/2019/04-21/8815547.shtml,2019-04-21 20:49,中国新闻网,国内,
北京世园会举办全负荷压力测试 540名志愿者上岗 ,/sh/2019/04-21/8815606.shtml,2019-04-21 20:47,中国新闻网,社会,
纪念“五四运动”100周年  “青春”快闪激情演唱《我和我的祖国》,/sh/2019/04-21/8815601.shtml,2019-04-21 20:46,中国新闻网,社会,
兰州“十里桃乡”迎春 办旅游节打造“桃花源”式都市,/sh/2019/04-21/8815569.shtml,2019-04-21 20:46,中国新闻网,社会,
浙江多地发布暴雨雷电预警 未来三日迎高温阴雨天气,/sh/2019/04-21/8815608.shtml,2019-04-21 20:44,中国新闻网,社会,
两名中国公民在斯里兰卡连环爆炸袭击中遇难,/gj/2019/04-21/8815620.shtml,2019-04-21 20:42,中国新闻网,国际,
四川沐川20对朱鹮落户安家 有18只被市民认养,/sh/2019/04-21/8815607.shtml,2019-04-21 20:38,中国新闻网,社会,
福建首个5G全覆盖公园开园,/sh/2019/04-21/8815604.shtml,2019-04-21 20:34,中国新闻网,社会,
中国长征火箭“扬帆出海”打响国际名片,/gn/2019/04-21/8815546.shtml,2019-04-21 20:32,中国新闻网,国内,
沪交通委：年底取消高速公路省界收费站，机场联络线今年动工,/cj/2019/04-21/8815616.shtml,2019-04-21 20:32,中国新闻网,财经,
新华时评：斯里兰卡黑暗的一天,/gj/2019/04-21/8815615.shtml,2019-04-21 20:31,中国新闻网,国际,
已确认有2名中国人在斯里兰卡连环爆炸事件中遇难,/gn/2019/04-21/8815614.shtml,2019-04-21 20:31,中国新闻网,国内,
魏凤和会见巴基斯坦海军参谋长,/gn/2019/04-21/8815613.shtml,2019-04-21 20:27,中国新闻网,国内,
云南3个“直过民族”宣告整族脱贫,/sh/2019/04-21/8815612.shtml,2019-04-21 20:27,中国新闻网,社会,
内蒙古一农民深陷“套路贷” 1万元欠款“涨”到26万元,/sh/2019/04-21/8815611.shtml,2019-04-21 20:26,中国新闻网,社会,
中国驻阿富汗使馆协助中企员工在袭击中脱险,/gn/2019/04-21/8815610.shtml,2019-04-21 20:26,中国新闻网,国内,
非洲百名青年军官代表团访华,/gn/2019/04-21/8815609.shtml,2019-04-21 20:26,中国新闻网,国内,
布达佩斯世乒赛：樊振东/丁宁混双首秀轻松过关 ,/ty/2019/04-21/8815579.shtml,2019-04-21 20:17,中国新闻网,体育,
以五四精神唱响奋斗的青春之歌,/ll/2019/04-21/8815602.shtml,2019-04-21 20:15,中国新闻网,体育,
海内外近2000名跑友竞逐2019国际高山徒步大赛 ,/ty/2019/04-21/8815600.shtml,2019-04-21 20:14,中国新闻网,体育,
2019中外名校赛艇挑战赛曹娥江开赛,/ty/2019/04-21/8815598.shtml,2019-04-21 20:14,中国新闻网,体育,
斯里兰卡警方：多起爆炸已致207人死 450人伤,/gj/2019/04-21/8815599.shtml,2019-04-21 20:13,中国新闻网,国际,
把五四运动和中国青年运动研究推向新高度,/ll/2019/04-21/8815597.shtml,2019-04-21 20:12,中国新闻网,国际,
黑龙江尚志2722亩地“毁林种参” 官方：将严肃处理,/sh/2019/04-21/8815594.shtml,2019-04-21 20:10,中国新闻网,社会,
旅客向飞机下投掷硬币导致航班延误 被公安机关拘留,/sh/2019/04-21/8815589.shtml,2019-04-21 20:09,中国新闻网,社会,
国务院报告：中国乡村产业融合渐成趋势,/cj/2019/04-21/8815578.shtml,2019-04-21 20:08,中国新闻网,财经,
斯里兰卡就爆炸案逮捕7人 警方追捕嫌犯时遭袭3人死,/gj/2019/04-21/8815592.shtml,2019-04-21 20:06,中国新闻网,国际,
斯里兰卡爆炸致1中国人在内188人殒命 幕后主使是谁？,/gj/2019/04-21/8815591.shtml,2019-04-21 20:04,中国新闻网,国际,
栗战书：要注重运用大数据方式对代表意见建议进行梳理和分析,/gn/2019/04-21/8815581.shtml,2019-04-21 20:01,中国新闻网,国内,
浙江德清举行挑战赛  500多名中外“侠客”现场“比武”,/ty/2019/04-21/8815572.shtml,2019-04-21 20:00,中国新闻网,体育,
“洋学生”上山采草药 寻觅“课本”里的中医药文化,/sh/2019/04-21/8815571.shtml,2019-04-21 19:59,中国新闻网,社会,
特朗普就斯里兰卡爆炸案表哀悼：美国随时准备援助,/gj/2019/04-21/8815590.shtml,2019-04-21 19:59,中国新闻网,国际,
“创响中国”长三角联盟首站系列活动在浙江嘉兴启动,/cj/2019/04-21/8815568.shtml,2019-04-21 19:59,中国新闻网,财经,
报告吁尽快出台个人信息保护法 确立侵权损害赔偿,/sh/2019/04-21/8815562.shtml,2019-04-21 19:48,中国新闻网,社会,
斯里兰卡爆炸案致近200人丧生 斯部长：已逮捕7人,/gj/2019/04-21/8815583.shtml,2019-04-21 19:46,中国新闻网,国际,
柬埔寨海关税收5年增长近2倍,/gj/2019/04-21/8815577.shtml,2019-04-21 19:45,中国新闻网,国际,
泰国5府6个投票站重新进行大选投票,/gj/2019/04-21/8815576.shtml,2019-04-21 19:45,中国新闻网,国际,
乌克兰总统大选举行第二轮投票,/gj/2019/04-21/8815575.shtml,2019-04-21 19:45,中国新闻网,国际,
斯里兰卡连环爆炸致重大人员伤亡 国际社会强烈谴责,/gj/2019/04-21/8815574.shtml,2019-04-21 19:44,中国新闻网,国际,
广西防城港赴贵阳推介 共建西部陆海新通道,/cj/2019/04-21/8815543.shtml,2019-04-21 19:37,中国新闻网,财经,
把网络空间建设成亿万民众共同精神家园,/cj/2019/04-21/8815565.shtml,2019-04-21 19:36,中国新闻网,财经,
白皮书称中国县域数字经济发展需求突出,/cj/2019/04-21/8815542.shtml,2019-04-21 19:35,中国新闻网,财经,
英雄精神擦亮军人底色,/sh/2019/04-21/8815564.shtml,2019-04-21 19:34,中国新闻网,社会,
中共中央办公厅印发《党政领导干部考核工作条例》,/gn/2019/04-21/8815557.shtml,2019-04-21 19:13,中国新闻网,国内,
习近平复信美国高中学生,/gn/2019/04-21/8815555.shtml,2019-04-21 19:10,中国新闻网,国内,
斯里兰卡爆炸已确认有1名中国人遇难,/gj/2019/04-21/8815549.shtml,2019-04-21 19:05,中国新闻网,国际,
斯里兰卡爆炸死亡人数上升至188人 已确认有1名中国人,/gj/2019/04-21/8815548.shtml,2019-04-21 19:05,中国新闻网,国际,
沈阳官方通报：棋盘山山火未殃及森林动物园动物,/gn/2019/04-21/8815537.shtml,2019-04-21 19:04,中国新闻网,国内,
山西运城一主干道因小雨交通瘫痪十几小时,/sh/2019/04-21/8815536.shtml,2019-04-21 19:03,中国新闻网,社会,
太原小店教育局：幼师殴打幼儿属实 责成园长免职,/sh/2019/04-21/8815544.shtml,2019-04-21 19:00,中国新闻网,社会,
2019年“鰼部森林”全国职工山地自行车邀请赛在习水举行,/ty/2019/04-21/8815540.shtml,2019-04-21 18:56,中国新闻网,体育,
斯里兰卡爆炸后全国宵禁民航暂停 关闭社交媒体,/gj/2019/04-21/8815539.shtml,2019-04-21 18:49,中国新闻网,国际,
共建“一带一路”，“中国行动”彰显大国担当,/gn/2019/04-21/8815533.shtml,2019-04-21 18:36,中国新闻网,国内,
世界地球日 共同呵护我们的家园,/sh/2019/04-21/8815532.shtml,2019-04-21 18:33,中国新闻网,社会,
丝路新画卷·和平之路 和平合作 建设新型大国关系,/gn/2019/04-21/8815530.shtml,2019-04-21 18:32,中国新闻网,国内,
预告：新华社国画大片，带你看“一带一路”！,/sh/2019/04-21/8815529.shtml,2019-04-21 18:32,中国新闻网,社会,
北京布置42处花坛 繁花盛装迎“一带一路”国际合作高峰论坛,/gn/2019/04-21/8815506.shtml,2019-04-21 18:28,中国新闻网,国内,
专家解读：海上阅兵与陆上阅兵有什么不同,/gn/2019/04-21/8815522.shtml,2019-04-21 18:26,中国新闻网,国内,
优化口岸营商环境 促进贸易便利化,/cj/2019/04-21/8815521.shtml,2019-04-21 18:23,中国新闻网,财经,
一线调研：经济向暖 暖自新举措 预期看好 信心增强,/cj/2019/04-21/8815520.shtml,2019-04-21 18:23,中国新闻网,财经,
百尺竿头再登攀——高质量发展的“上海答卷”,/gn/2019/04-21/8815518.shtml,2019-04-21 18:11,中国新闻网,国内,
人民海军描绘人才培养“路线图” 大批年轻指挥官走上强军舞台,/mil/2019/04-21/8815519.shtml,2019-04-21 18:10,中国新闻网,军事,
斯里兰卡发生多起爆炸 携程启动应急救援机制尽全力保障游客安全,/business/2019/04-21/8815517.shtml,2019-04-21 18:10,中国新闻网,军事,
斯里兰卡爆炸致4名中国公民受伤送医 使馆前往探视,/gj/2019/04-21/8815516.shtml,2019-04-21 18:09,中国新闻网,国际,
耕宇九天牧北斗——揭秘“牧星人”鲜为人知的故事,/gn/2019/04-21/8815507.shtml,2019-04-21 18:06,中国新闻网,国内,
周强向人大常委会作报告 就“切实解决执行难”提出七个“进一步”,/gn/2019/04-21/8815505.shtml,2019-04-21 18:05,中国新闻网,国内,
李干杰：全国生态环境质量持续改善 但成效并不稳固,/gn/2019/04-21/8815504.shtml,2019-04-21 18:04,中国新闻网,国内,
桂东县多名学生呕吐腹泻系诺如病毒引起 专家称可防可控可治,/sh/2019/04-21/8815491.shtml,2019-04-21 17:59,中国新闻网,社会,
天河漫漫北斗璨——解码托举国之重器的北斗团队,/gn/2019/04-21/8815508.shtml,2019-04-21 17:58,中国新闻网,国内,
80岁“洞痴”金德明：4年绘制织金洞世界地质公园,/sh/2019/04-21/8815510.shtml,2019-04-21 17:50,中国新闻网,社会,
广东全域创建国家森林城市 打造环湾区生态屏障,/sh/2019/04-21/8815502.shtml,2019-04-21 17:50,中国新闻网,社会,
青海藏区同胞求医路上的“摆渡人”,/sh/2019/04-21/8815499.shtml,2019-04-21 17:49,中国新闻网,社会,
江西瑞金华屋“华嬷嬷”3年“泡”出幸福菜(图),/sh/2019/04-21/8815488.shtml,2019-04-21 17:49,中国新闻网,社会,
重庆江津东方爱情国际半程马拉松开跑,/ty/2019/04-21/8815487.shtml,2019-04-21 17:48,中国新闻网,体育,
2019金温江半程马拉松赛激情开跑 年龄最大选手81岁,/ty/2019/04-21/8815486.shtml,2019-04-21 17:47,中国新闻网,体育,
北斗三号首颗IGSO卫星升空，拉开今年高密度组网序幕,/gn/2019/04-21/8815509.shtml,2019-04-21 17:46,中国新闻网,国内,
人工智能助力教学 中国进入“智慧教育”时代,/gn/2019/04-21/8815497.shtml,2019-04-21 17:46,中国新闻网,国内,
“一带一路”上崛起的温州民企力量,/cj/2019/04-21/8815496.shtml,2019-04-21 17:44,中国新闻网,财经,
国务院报告：中国居民主要健康指标优于中高收入国家平均水平,/gn/2019/04-21/8815493.shtml,2019-04-21 17:44,中国新闻网,国内,
中国的这个倡议，给他们带来更多美好变化,/gn/2019/04-21/8815501.shtml,2019-04-21 17:43,中国新闻网,国内,
最帅烟熏妆！被这张自拍照戳中泪点,/sh/2019/04-21/8815495.shtml,2019-04-21 17:38,中国新闻网,社会,
“孩子们，听我说……”听到这句话，眼眶一下就红了,/sh/2019/04-21/8815494.shtml,2019-04-21 17:37,中国新闻网,社会,
第100次发射！“金牌火箭”再创中国新纪录！,/gn/2019/04-21/8815490.shtml,2019-04-21 17:35,中国新闻网,国内,
多部法律提请审议 与你我生活密切相关,/sh/2019/04-21/8815489.shtml,2019-04-21 17:35,中国新闻网,社会,
先行先试深化改革 上海这条“探索之路”走得如何,/gn/2019/04-21/8815446.shtml,2019-04-21 17:34,中国新闻网,国内,
官宣！4月23日 海上阅兵！,/mil/2019/04-21/8815484.shtml,2019-04-21 17:33,中国新闻网,军事,
河北邯郸市临漳县发生3.6级地震 震源深度11千米,/sh/2019/04-21/8815482.shtml,2019-04-21 17:33,中国新闻网,社会,
第八起！斯里兰卡又发生爆炸袭击,/gj/2019/04-21/8815480.shtml,2019-04-21 17:24,中国新闻网,国际,
斯里兰卡系列爆炸死伤数百人 4名中国公民受伤,/gj/2019/04-21/8815479.shtml,2019-04-21 17:23,中国新闻网,国际,
